,field_name,form_name,field_type,field_label,parent,branching_logic
253,comor_otherdesc,presentation,freetext,Other  Comorbidities,comor,
254,comor_unlisted,presentation,binary,Other relevant comorbidity(s),comor,
255,comor_unlisted_item___Neurological disorder confirmed,presentation,binary,Neurological disorder confirmed,comor_unlisted,
256,comor_unlisted_item___Autoimmune Disease,presentation,binary,Autoimmune Disease,comor_unlisted,
257,comor_unlisted_item___Hyperthyroidism,presentation,binary,Hyperthyroidism,comor_unlisted,
258,comor_unlisted_item___Blood coagulation disorder,presentation,binary,Blood coagulation disorder,comor_unlisted,
259,comor_unlisted_item___Solid tumor configuration,presentation,binary,Solid tumor configuration,comor_unlisted,
260,comor_unlisted_item___Undifferentiated connective tissue disease,presentation,binary,Undifferentiated connective tissue disease,comor_unlisted,
261,comor_unlisted_item___Metastatic carcinoid tumor Cancer,presentation,binary,Metastatic carcinoid tumor Cancer,comor_unlisted,
262,comor_unlisted_item___Neurodegenerative Disorders,presentation,binary,Neurodegenerative Disorders,comor_unlisted,
263,comor_unlisted_item___Acute-on-chronic renal failure,presentation,binary,Acute-on-chronic renal failure,comor_unlisted,
264,comor_unlisted_item___Disorder of pulmonary circulation,presentation,binary,Disorder of pulmonary circulation,comor_unlisted,
265,comor_unlisted_item___Atrial Fibrillation,presentation,binary,Atrial Fibrillation,comor_unlisted,
266,comor_unlisted_item___Essential hypertension,presentation,binary,Essential hypertension,comor_unlisted,
267,comor_unlisted_item___Malignant lymphoma,presentation,binary,Malignant lymphoma,comor_unlisted,
268,comor_unlisted_item___Immunosuppression,presentation,binary,Immunosuppression,comor_unlisted,
269,comor_unlisted_item___Chronic heart disease,presentation,binary,Chronic heart disease,comor_unlisted,
270,comor_unlisted_item___Congenital Heart Disease,presentation,binary,Congenital Heart Disease,comor_unlisted,
271,comor_unlisted_item___Peripheral Vascular Disease,presentation,binary,Peripheral Vascular Disease,comor_unlisted,
272,comor_unlisted_item___Chronic lung disease,presentation,binary,Chronic lung disease,comor_unlisted,
273,comor_unlisted_item___Leukemia,presentation,binary,Leukemia,comor_unlisted,
274,comor_unlisted_item___Psychoactive substance use disorder,presentation,binary,Psychoactive substance use disorder,comor_unlisted,
275,comor_unlisted_item___Tuberculosis,presentation,binary,Tuberculosis,comor_unlisted,
276,comor_unlisted_item___Moderate or Severe Renal Disease,presentation,binary,Moderate or Severe Renal Disease,comor_unlisted,
277,comor_unlisted_item___Multiple Myeloma,presentation,binary,Multiple Myeloma,comor_unlisted,
278,comor_unlisted_item___Chronic Kidney Disease,presentation,binary,Chronic Kidney Disease,comor_unlisted,
279,comor_unlisted_item___Reactive psychoses,presentation,binary,Reactive psychoses,comor_unlisted,
280,comor_unlisted_item___Disease of liver,presentation,binary,Disease of liver,comor_unlisted,
281,comor_unlisted_item___Ischaemic Heart Disease,presentation,binary,Ischaemic Heart Disease,comor_unlisted,
282,comor_unlisted_item___Primary malignant neoplasm,presentation,binary,Primary malignant neoplasm,comor_unlisted,
283,comor_unlisted_item___Chronic inflammatory disorder,presentation,binary,Chronic inflammatory disorder,comor_unlisted,
284,comor_unlisted_item___Chronic Infection,presentation,binary,Chronic Infection,comor_unlisted,
285,comor_unlisted_item___Transplant present,presentation,binary,Transplant present,comor_unlisted,
286,comor_unlisted_item___Cerebrovascular Disease,presentation,binary,Cerebrovascular Disease,comor_unlisted,
287,comor_unlisted_item___Human immunodeficiency virus [HIV] disease,presentation,binary,Human immunodeficiency virus [HIV] disease,comor_unlisted,
288,comor_unlisted_item___Cardiomyopathy,presentation,binary,Cardiomyopathy,comor_unlisted,
289,comor_unlisted_item___Stroke,presentation,binary,Stroke,comor_unlisted,
290,comor_unlisted_item___Chronic Haematological Disease,presentation,binary,Chronic Haematological Disease,comor_unlisted,
291,comor_unlisted_item___Congestive Heart Failure,presentation,binary,Congestive Heart Failure,comor_unlisted,
292,comor_unlisted_item___Diabetes Mellitus (all types),presentation,binary,Diabetes Mellitus (all types),comor_unlisted,
293,comor_unlisted_item___Obesity,presentation,binary,Obesity,comor_unlisted,
294,comor_unlisted_item___Hemiplegia,presentation,binary,Hemiplegia,comor_unlisted,
295,comor_unlisted_item___Smoking,presentation,binary,Smoking,comor_unlisted,
296,comor_unlisted_item___Myocardial Infarction,presentation,binary,Myocardial Infarction,comor_unlisted,
297,comor_unlisted_item___Heart valve disorder,presentation,binary,Heart valve disorder,comor_unlisted,
298,comor_unlisted_item___Recurrent deep vein thrombosis,presentation,binary,Recurrent deep vein thrombosis,comor_unlisted,
299,comor_unlisted_item___Rheumatoid Disorders,presentation,binary,Rheumatoid Disorders,comor_unlisted,
300,comor_unlisted_item___Rare Diseases and Inborn Errors of Metabolism,presentation,binary,Rare Diseases and Inborn Errors of Metabolism,comor_unlisted,
301,comor_unlisted_item___Chronic metabolic disorder,presentation,binary,Chronic metabolic disorder,comor_unlisted,
302,comor_unlisted_item___Paraplegia,presentation,binary,Paraplegia,comor_unlisted,
303,comor_unlisted_item___Chronic Viral Hepatitis,presentation,binary,Chronic Viral Hepatitis,comor_unlisted,
304,comor_unlisted_item___Disorder of lipid metabolism,presentation,binary,Disorder of lipid metabolism,comor_unlisted,
305,comor_unlisted_item___Moderate or Severe Liver Disease,presentation,binary,Moderate or Severe Liver Disease,comor_unlisted,
306,comor_unlisted_item___Hypothyroidism,presentation,binary,Hypothyroidism,comor_unlisted,
307,comor_unlisted_item___Asplenia,presentation,binary,Asplenia,comor_unlisted,
308,comor_unlisted_item___Dementia,presentation,binary,Dementia,comor_unlisted,
309,comor_unlisted_0item,presentation,categorical,Select other relevant comorbidity(s),comor,[comor_unlisted]='1'
310,comor_unlisted_0item___Acute-on-chronic renal failure,presentation,binary,Acute-on-chronic renal failure,comor_unlisted_0item,[comor_unlisted]='1'
311,comor_unlisted_0item___Asplenia,presentation,binary,Asplenia,comor_unlisted_0item,[comor_unlisted]='1'
312,comor_unlisted_0item___Atrial Fibrillation,presentation,binary,Atrial Fibrillation,comor_unlisted_0item,[comor_unlisted]='1'
313,comor_unlisted_0item___Autoimmune Disease,presentation,binary,Autoimmune Disease,comor_unlisted_0item,[comor_unlisted]='1'
314,comor_unlisted_0item___Blood coagulation disorder,presentation,binary,Blood coagulation disorder,comor_unlisted_0item,[comor_unlisted]='1'
315,comor_unlisted_0item___Cardiomyopathy,presentation,binary,Cardiomyopathy,comor_unlisted_0item,[comor_unlisted]='1'
316,comor_unlisted_0item___Cerebrovascular Disease,presentation,binary,Cerebrovascular Disease,comor_unlisted_0item,[comor_unlisted]='1'
317,comor_unlisted_0item___Chronic Haematological Disease,presentation,binary,Chronic Haematological Disease,comor_unlisted_0item,[comor_unlisted]='1'
318,comor_unlisted_0item___Chronic Infection,presentation,binary,Chronic Infection,comor_unlisted_0item,[comor_unlisted]='1'
319,comor_unlisted_0item___Chronic Kidney Disease,presentation,binary,Chronic Kidney Disease,comor_unlisted_0item,[comor_unlisted]='1'
320,comor_unlisted_0item___Chronic Viral Hepatitis,presentation,binary,Chronic Viral Hepatitis,comor_unlisted_0item,[comor_unlisted]='1'
321,comor_unlisted_0item___Chronic heart disease,presentation,binary,Chronic heart disease,comor_unlisted_0item,[comor_unlisted]='1'
322,comor_unlisted_0item___Chronic inflammatory disorder,presentation,binary,Chronic inflammatory disorder,comor_unlisted_0item,[comor_unlisted]='1'
323,comor_unlisted_0item___Chronic lung disease,presentation,binary,Chronic lung disease,comor_unlisted_0item,[comor_unlisted]='1'
324,comor_unlisted_0item___Chronic metabolic disorder,presentation,binary,Chronic metabolic disorder,comor_unlisted_0item,[comor_unlisted]='1'
325,comor_unlisted_0item___Congenital Heart Disease,presentation,binary,Congenital Heart Disease,comor_unlisted_0item,[comor_unlisted]='1'
326,comor_unlisted_0item___Congestive Heart Failure,presentation,binary,Congestive Heart Failure,comor_unlisted_0item,[comor_unlisted]='1'
327,comor_unlisted_0item___Dementia,presentation,binary,Dementia,comor_unlisted_0item,[comor_unlisted]='1'
328,comor_unlisted_0item___Diabetes Mellitus (all types),presentation,binary,Diabetes Mellitus (all types),comor_unlisted_0item,[comor_unlisted]='1'
329,comor_unlisted_0item___Disease of liver,presentation,binary,Disease of liver,comor_unlisted_0item,[comor_unlisted]='1'
330,comor_unlisted_0item___Disorder of lipid metabolism,presentation,binary,Disorder of lipid metabolism,comor_unlisted_0item,[comor_unlisted]='1'
331,comor_unlisted_0item___Disorder of pulmonary circulation,presentation,binary,Disorder of pulmonary circulation,comor_unlisted_0item,[comor_unlisted]='1'
332,comor_unlisted_0item___Essential hypertension,presentation,binary,Essential hypertension,comor_unlisted_0item,[comor_unlisted]='1'
333,comor_unlisted_0item___Heart valve disorder,presentation,binary,Heart valve disorder,comor_unlisted_0item,[comor_unlisted]='1'
334,comor_unlisted_0item___Hemiplegia,presentation,binary,Hemiplegia,comor_unlisted_0item,[comor_unlisted]='1'
335,comor_unlisted_0item___Human immunodeficiency virus [HIV] disease,presentation,binary,Human immunodeficiency virus [HIV] disease,comor_unlisted_0item,[comor_unlisted]='1'
336,comor_unlisted_0item___Hyperthyroidism,presentation,binary,Hyperthyroidism,comor_unlisted_0item,[comor_unlisted]='1'
337,comor_unlisted_0item___Hypothyroidism,presentation,binary,Hypothyroidism,comor_unlisted_0item,[comor_unlisted]='1'
338,comor_unlisted_0item___Immunosuppression,presentation,binary,Immunosuppression,comor_unlisted_0item,[comor_unlisted]='1'
339,comor_unlisted_0item___Ischaemic Heart Disease,presentation,binary,Ischaemic Heart Disease,comor_unlisted_0item,[comor_unlisted]='1'
340,comor_unlisted_0item___Leukemia,presentation,binary,Leukemia,comor_unlisted_0item,[comor_unlisted]='1'
341,comor_unlisted_0item___Malignant lymphoma,presentation,binary,Malignant lymphoma,comor_unlisted_0item,[comor_unlisted]='1'
342,comor_unlisted_0item___Metastatic carcinoid tumor Cancer,presentation,binary,Metastatic carcinoid tumor Cancer,comor_unlisted_0item,[comor_unlisted]='1'
343,comor_unlisted_0item___Moderate or Severe Liver Disease,presentation,binary,Moderate or Severe Liver Disease,comor_unlisted_0item,[comor_unlisted]='1'
344,comor_unlisted_0item___Moderate or Severe Renal Disease,presentation,binary,Moderate or Severe Renal Disease,comor_unlisted_0item,[comor_unlisted]='1'
345,comor_unlisted_0item___Multiple Myeloma,presentation,binary,Multiple Myeloma,comor_unlisted_0item,[comor_unlisted]='1'
346,comor_unlisted_0item___Myocardial Infarction,presentation,binary,Myocardial Infarction,comor_unlisted_0item,[comor_unlisted]='1'
347,comor_unlisted_0item___Neurodegenerative Disorders,presentation,binary,Neurodegenerative Disorders,comor_unlisted_0item,[comor_unlisted]='1'
348,comor_unlisted_0item___Neurological disorder confirmed,presentation,binary,Neurological disorder confirmed,comor_unlisted_0item,[comor_unlisted]='1'
349,comor_unlisted_0item___Obesity,presentation,binary,Obesity,comor_unlisted_0item,[comor_unlisted]='1'
350,comor_unlisted_0item___Paraplegia,presentation,binary,Paraplegia,comor_unlisted_0item,[comor_unlisted]='1'
351,comor_unlisted_0item___Peripheral Vascular Disease,presentation,binary,Peripheral Vascular Disease,comor_unlisted_0item,[comor_unlisted]='1'
352,comor_unlisted_0item___Primary malignant neoplasm,presentation,binary,Primary malignant neoplasm,comor_unlisted_0item,[comor_unlisted]='1'
353,comor_unlisted_0item___Psychoactive substance use disorder,presentation,binary,Psychoactive substance use disorder,comor_unlisted_0item,[comor_unlisted]='1'
354,comor_unlisted_0item___Rare Diseases and Inborn Errors of Metabolism,presentation,binary,Rare Diseases and Inborn Errors of Metabolism,comor_unlisted_0item,[comor_unlisted]='1'
355,comor_unlisted_0item___Reactive psychoses,presentation,binary,Reactive psychoses,comor_unlisted_0item,[comor_unlisted]='1'
356,comor_unlisted_0item___Recurrent deep vein thrombosis,presentation,binary,Recurrent deep vein thrombosis,comor_unlisted_0item,[comor_unlisted]='1'
357,comor_unlisted_0item___Rheumatoid Disorders,presentation,binary,Rheumatoid Disorders,comor_unlisted_0item,[comor_unlisted]='1'
358,comor_unlisted_0item___Smoking,presentation,binary,Smoking,comor_unlisted_0item,[comor_unlisted]='1'
359,comor_unlisted_0item___Solid tumor configuration,presentation,binary,Solid tumor configuration,comor_unlisted_0item,[comor_unlisted]='1'
360,comor_unlisted_0item___Stroke,presentation,binary,Stroke,comor_unlisted_0item,[comor_unlisted]='1'
361,comor_unlisted_0item___Transplant present,presentation,binary,Transplant present,comor_unlisted_0item,[comor_unlisted]='1'
362,comor_unlisted_0item___Tuberculosis,presentation,binary,Tuberculosis,comor_unlisted_0item,[comor_unlisted]='1'
363,comor_unlisted_0item___Undifferentiated connective tissue disease,presentation,binary,Undifferentiated connective tissue disease,comor_unlisted_0item,[comor_unlisted]='1'
364,comor_unlisted_0addi,presentation,binary,Any additional other relevant comorbidity(s) ?,comor,[comor_unlisted]='1'
365,comor_unlisted_1item,presentation,categorical,>Select additional other relevant comorbidity(s) 2,comor,[comor_unlisted_0addi]='1'
366,comor_unlisted_1item___Acute-on-chronic renal failure,presentation,binary,Acute-on-chronic renal failure,comor_unlisted_1item,[comor_unlisted_0addi]='1'
367,comor_unlisted_1item___Asplenia,presentation,binary,Asplenia,comor_unlisted_1item,[comor_unlisted_0addi]='1'
368,comor_unlisted_1item___Atrial Fibrillation,presentation,binary,Atrial Fibrillation,comor_unlisted_1item,[comor_unlisted_0addi]='1'
369,comor_unlisted_1item___Autoimmune Disease,presentation,binary,Autoimmune Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
370,comor_unlisted_1item___Blood coagulation disorder,presentation,binary,Blood coagulation disorder,comor_unlisted_1item,[comor_unlisted_0addi]='1'
371,comor_unlisted_1item___Cardiomyopathy,presentation,binary,Cardiomyopathy,comor_unlisted_1item,[comor_unlisted_0addi]='1'
372,comor_unlisted_1item___Cerebrovascular Disease,presentation,binary,Cerebrovascular Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
373,comor_unlisted_1item___Chronic Haematological Disease,presentation,binary,Chronic Haematological Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
374,comor_unlisted_1item___Chronic Infection,presentation,binary,Chronic Infection,comor_unlisted_1item,[comor_unlisted_0addi]='1'
375,comor_unlisted_1item___Chronic Kidney Disease,presentation,binary,Chronic Kidney Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
376,comor_unlisted_1item___Chronic Viral Hepatitis,presentation,binary,Chronic Viral Hepatitis,comor_unlisted_1item,[comor_unlisted_0addi]='1'
377,comor_unlisted_1item___Chronic heart disease,presentation,binary,Chronic heart disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
378,comor_unlisted_1item___Chronic inflammatory disorder,presentation,binary,Chronic inflammatory disorder,comor_unlisted_1item,[comor_unlisted_0addi]='1'
379,comor_unlisted_1item___Chronic lung disease,presentation,binary,Chronic lung disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
380,comor_unlisted_1item___Chronic metabolic disorder,presentation,binary,Chronic metabolic disorder,comor_unlisted_1item,[comor_unlisted_0addi]='1'
381,comor_unlisted_1item___Congenital Heart Disease,presentation,binary,Congenital Heart Disease,comor_unlisted_1item,[comor_unlisted_0addi]='1'
